;DATE;WEEK_DAY;MONTH;TIME;ASS_ASSIGNMENT;ASS_ID;CSPL_RECEIVED_CALLS;CSPL_CALLS
351539;(1200, 182, 1, 7, 2011);5;7;1200;Téléphonie;35;8;8
351577;(1230, 182, 1, 7, 2011);5;7;1230;Téléphonie;35;6;7
351615;(1260, 182, 1, 7, 2011);5;7;1260;Téléphonie;35;12;12
351652;(1290, 182, 1, 7, 2011);5;7;1290;Téléphonie;35;16;16
351688;(1320, 182, 1, 7, 2011);5;7;1320;Téléphonie;35;7;7
351721;(1350, 182, 1, 7, 2011);5;7;1350;Téléphonie;35;2;2
351754;(1380, 182, 1, 7, 2011);5;7;1380;Téléphonie;35;1;1
351787;(1410, 182, 1, 7, 2011);5;7;1410;Téléphonie;35;2;2
351820;(0, 183, 2, 7, 2011);6;7;0;Téléphonie;35;0;0
351852;(30, 183, 2, 7, 2011);6;7;30;Téléphonie;35;2;2
351884;(60, 183, 2, 7, 2011);6;7;60;Téléphonie;35;1;1
351916;(90, 183, 2, 7, 2011);6;7;90;Téléphonie;35;1;1
351948;(120, 183, 2, 7, 2011);6;7;120;Téléphonie;35;0;0
351980;(150, 183, 2, 7, 2011);6;7;150;Téléphonie;35;2;2
352013;(180, 183, 2, 7, 2011);6;7;180;Téléphonie;35;1;1
352045;(210, 183, 2, 7, 2011);6;7;210;Téléphonie;35;0;0
352077;(240, 183, 2, 7, 2011);6;7;240;Téléphonie;35;2;2
352109;(270, 183, 2, 7, 2011);6;7;270;Téléphonie;35;0;0
352141;(300, 183, 2, 7, 2011);6;7;300;Téléphonie;35;0;0
352174;(330, 183, 2, 7, 2011);6;7;330;Téléphonie;35;2;2
352207;(360, 183, 2, 7, 2011);6;7;360;Téléphonie;35;0;0
352242;(390, 183, 2, 7, 2011);6;7;390;Téléphonie;35;1;1
352279;(420, 183, 2, 7, 2011);6;7;420;Téléphonie;35;2;2
352317;(450, 183, 2, 7, 2011);6;7;450;Téléphonie;35;3;3
352355;(480, 183, 2, 7, 2011);6;7;480;Téléphonie;35;9;9
352393;(510, 183, 2, 7, 2011);6;7;510;Téléphonie;35;6;6
352432;(540, 183, 2, 7, 2011);6;7;540;Téléphonie;35;11;12
352471;(570, 183, 2, 7, 2011);6;7;570;Téléphonie;35;20;21
352510;(600, 183, 2, 7, 2011);6;7;600;Téléphonie;35;13;13
352549;(630, 183, 2, 7, 2011);6;7;630;Téléphonie;35;7;7
352588;(660, 183, 2, 7, 2011);6;7;660;Téléphonie;35;8;8
352626;(690, 183, 2, 7, 2011);6;7;690;Téléphonie;35;12;12
352665;(720, 183, 2, 7, 2011);6;7;720;Téléphonie;35;12;12
352704;(750, 183, 2, 7, 2011);6;7;750;Téléphonie;35;12;14
352744;(780, 183, 2, 7, 2011);6;7;780;Téléphonie;35;11;11
352784;(810, 183, 2, 7, 2011);6;7;810;Téléphonie;35;11;11
352825;(840, 183, 2, 7, 2011);6;7;840;Téléphonie;35;12;13
352865;(870, 183, 2, 7, 2011);6;7;870;Téléphonie;35;13;13
352905;(900, 183, 2, 7, 2011);6;7;900;Téléphonie;35;12;13
352945;(930, 183, 2, 7, 2011);6;7;930;Téléphonie;35;9;9
352985;(960, 183, 2, 7, 2011);6;7;960;Téléphonie;35;4;4
353023;(990, 183, 2, 7, 2011);6;7;990;Téléphonie;35;11;11
353061;(1020, 183, 2, 7, 2011);6;7;1020;Téléphonie;35;5;6
353099;(1050, 183, 2, 7, 2011);6;7;1050;Téléphonie;35;5;5
353137;(1080, 183, 2, 7, 2011);6;7;1080;Téléphonie;35;4;4
353174;(1110, 183, 2, 7, 2011);6;7;1110;Téléphonie;35;6;6
353211;(1140, 183, 2, 7, 2011);6;7;1140;Téléphonie;35;3;3
353248;(1170, 183, 2, 7, 2011);6;7;1170;Téléphonie;35;3;3
353285;(1200, 183, 2, 7, 2011);6;7;1200;Téléphonie;35;4;4
353322;(1230, 183, 2, 7, 2011);6;7;1230;Téléphonie;35;4;4
353359;(1260, 183, 2, 7, 2011);6;7;1260;Téléphonie;35;2;2
353395;(1290, 183, 2, 7, 2011);6;7;1290;Téléphonie;35;4;4
353432;(1320, 183, 2, 7, 2011);6;7;1320;Téléphonie;35;1;1
353468;(1350, 183, 2, 7, 2011);6;7;1350;Téléphonie;35;0;0
353504;(1380, 183, 2, 7, 2011);6;7;1380;Téléphonie;35;0;0
353540;(1410, 183, 2, 7, 2011);6;7;1410;Téléphonie;35;0;0
353575;(0, 184, 3, 7, 2011);0;7;0;Téléphonie;35;0;0
353610;(30, 184, 3, 7, 2011);0;7;30;Téléphonie;35;1;1
353645;(60, 184, 3, 7, 2011);0;7;60;Téléphonie;35;1;1
353680;(90, 184, 3, 7, 2011);0;7;90;Téléphonie;35;0;0
353715;(120, 184, 3, 7, 2011);0;7;120;Téléphonie;35;1;1
353750;(150, 184, 3, 7, 2011);0;7;150;Téléphonie;35;1;1
353785;(180, 184, 3, 7, 2011);0;7;180;Téléphonie;35;0;0
353820;(210, 184, 3, 7, 2011);0;7;210;Téléphonie;35;1;1
353855;(240, 184, 3, 7, 2011);0;7;240;Téléphonie;35;2;2
353890;(270, 184, 3, 7, 2011);0;7;270;Téléphonie;35;2;2
353925;(300, 184, 3, 7, 2011);0;7;300;Téléphonie;35;1;1
353960;(330, 184, 3, 7, 2011);0;7;330;Téléphonie;35;1;1
353995;(360, 184, 3, 7, 2011);0;7;360;Téléphonie;35;0;0
354030;(390, 184, 3, 7, 2011);0;7;390;Téléphonie;35;0;0
354067;(420, 184, 3, 7, 2011);0;7;420;Téléphonie;35;1;1
354105;(450, 184, 3, 7, 2011);0;7;450;Téléphonie;35;2;2
354143;(480, 184, 3, 7, 2011);0;7;480;Téléphonie;35;3;3
354181;(510, 184, 3, 7, 2011);0;7;510;Téléphonie;35;2;4
354219;(540, 184, 3, 7, 2011);0;7;540;Téléphonie;35;2;2
354257;(570, 184, 3, 7, 2011);0;7;570;Téléphonie;35;6;6
354295;(600, 184, 3, 7, 2011);0;7;600;Téléphonie;35;3;3
354333;(630, 184, 3, 7, 2011);0;7;630;Téléphonie;35;3;3
354371;(660, 184, 3, 7, 2011);0;7;660;Téléphonie;35;3;3
354408;(690, 184, 3, 7, 2011);0;7;690;Téléphonie;35;7;7
354446;(720, 184, 3, 7, 2011);0;7;720;Téléphonie;35;1;1
354484;(750, 184, 3, 7, 2011);0;7;750;Téléphonie;35;6;6
354522;(780, 184, 3, 7, 2011);0;7;780;Téléphonie;35;2;2
354560;(810, 184, 3, 7, 2011);0;7;810;Téléphonie;35;5;5
354598;(840, 184, 3, 7, 2011);0;7;840;Téléphonie;35;0;0
354636;(870, 184, 3, 7, 2011);0;7;870;Téléphonie;35;3;3
354674;(900, 184, 3, 7, 2011);0;7;900;Téléphonie;35;5;5
354712;(930, 184, 3, 7, 2011);0;7;930;Téléphonie;35;3;3
354749;(960, 184, 3, 7, 2011);0;7;960;Téléphonie;35;5;5
354785;(990, 184, 3, 7, 2011);0;7;990;Téléphonie;35;5;5
354821;(1020, 184, 3, 7, 2011);0;7;1020;Téléphonie;35;5;5
354857;(1050, 184, 3, 7, 2011);0;7;1050;Téléphonie;35;4;4
354893;(1080, 184, 3, 7, 2011);0;7;1080;Téléphonie;35;7;7
354929;(1110, 184, 3, 7, 2011);0;7;1110;Téléphonie;35;5;5
354965;(1140, 184, 3, 7, 2011);0;7;1140;Téléphonie;35;2;2
355001;(1170, 184, 3, 7, 2011);0;7;1170;Téléphonie;35;7;7
355037;(1200, 184, 3, 7, 2011);0;7;1200;Téléphonie;35;7;7
355073;(1230, 184, 3, 7, 2011);0;7;1230;Téléphonie;35;12;13
355109;(1260, 184, 3, 7, 2011);0;7;1260;Téléphonie;35;2;2
355145;(1290, 184, 3, 7, 2011);0;7;1290;Téléphonie;35;2;2
355181;(1320, 184, 3, 7, 2011);0;7;1320;Téléphonie;35;1;1
355215;(1350, 184, 3, 7, 2011);0;7;1350;Téléphonie;35;1;1
355249;(1380, 184, 3, 7, 2011);0;7;1380;Téléphonie;35;0;0
355283;(1410, 184, 3, 7, 2011);0;7;1410;Téléphonie;35;1;1
355316;(0, 185, 4, 7, 2011);1;7;0;Téléphonie;35;1;1
355351;(30, 185, 4, 7, 2011);1;7;30;Téléphonie;35;0;0
355383;(60, 185, 4, 7, 2011);1;7;60;Téléphonie;35;1;1
355416;(90, 185, 4, 7, 2011);1;7;90;Téléphonie;35;1;1
355449;(120, 185, 4, 7, 2011);1;7;120;Téléphonie;35;0;0
355482;(150, 185, 4, 7, 2011);1;7;150;Téléphonie;35;1;1
355515;(180, 185, 4, 7, 2011);1;7;180;Téléphonie;35;2;2
355548;(210, 185, 4, 7, 2011);1;7;210;Téléphonie;35;4;4
355581;(240, 185, 4, 7, 2011);1;7;240;Téléphonie;35;2;2
355614;(270, 185, 4, 7, 2011);1;7;270;Téléphonie;35;2;2
355647;(300, 185, 4, 7, 2011);1;7;300;Téléphonie;35;1;1
355680;(330, 185, 4, 7, 2011);1;7;330;Téléphonie;35;1;1
355713;(360, 185, 4, 7, 2011);1;7;360;Téléphonie;35;2;2
355748;(390, 185, 4, 7, 2011);1;7;390;Téléphonie;35;2;2
355786;(420, 185, 4, 7, 2011);1;7;420;Téléphonie;35;2;2
355830;(450, 185, 4, 7, 2011);1;7;450;Téléphonie;35;6;6
355875;(480, 185, 4, 7, 2011);1;7;480;Téléphonie;35;11;11
355922;(510, 185, 4, 7, 2011);1;7;510;Téléphonie;35;34;34
355970;(540, 185, 4, 7, 2011);1;7;540;Téléphonie;35;49;49
356019;(570, 185, 4, 7, 2011);1;7;570;Téléphonie;35;51;51
356068;(600, 185, 4, 7, 2011);1;7;600;Téléphonie;35;47;47
356117;(630, 185, 4, 7, 2011);1;7;630;Téléphonie;35;49;49
356167;(660, 185, 4, 7, 2011);1;7;660;Téléphonie;35;28;29
356216;(690, 185, 4, 7, 2011);1;7;690;Téléphonie;35;37;37
356265;(720, 185, 4, 7, 2011);1;7;720;Téléphonie;35;37;37
356313;(750, 185, 4, 7, 2011);1;7;750;Téléphonie;35;32;33
356361;(780, 185, 4, 7, 2011);1;7;780;Téléphonie;35;18;19
356410;(810, 185, 4, 7, 2011);1;7;810;Téléphonie;35;34;34
356459;(840, 185, 4, 7, 2011);1;7;840;Téléphonie;35;37;37
356508;(870, 185, 4, 7, 2011);1;7;870;Téléphonie;35;37;37
356557;(900, 185, 4, 7, 2011);1;7;900;Téléphonie;35;50;50
356606;(930, 185, 4, 7, 2011);1;7;930;Téléphonie;35;38;40
356654;(960, 185, 4, 7, 2011);1;7;960;Téléphonie;35;50;51
356702;(990, 185, 4, 7, 2011);1;7;990;Téléphonie;35;40;40
356749;(1020, 185, 4, 7, 2011);1;7;1020;Téléphonie;35;37;38
356795;(1050, 185, 4, 7, 2011);1;7;1050;Téléphonie;35;39;39
356839;(1080, 185, 4, 7, 2011);1;7;1080;Téléphonie;35;33;34
356881;(1110, 185, 4, 7, 2011);1;7;1110;Téléphonie;35;28;28
356923;(1140, 185, 4, 7, 2011);1;7;1140;Téléphonie;35;20;20
356964;(1170, 185, 4, 7, 2011);1;7;1170;Téléphonie;35;13;13
357005;(1200, 185, 4, 7, 2011);1;7;1200;Téléphonie;35;13;13
357045;(1230, 185, 4, 7, 2011);1;7;1230;Téléphonie;35;10;10
357084;(1260, 185, 4, 7, 2011);1;7;1260;Téléphonie;35;11;11
357123;(1290, 185, 4, 7, 2011);1;7;1290;Téléphonie;35;10;10
357162;(1320, 185, 4, 7, 2011);1;7;1320;Téléphonie;35;4;4
357200;(1350, 185, 4, 7, 2011);1;7;1350;Téléphonie;35;3;3
357238;(1380, 185, 4, 7, 2011);1;7;1380;Téléphonie;35;3;3
357271;(1410, 185, 4, 7, 2011);1;7;1410;Téléphonie;35;1;1
357302;(0, 186, 5, 7, 2011);2;7;0;Téléphonie;35;1;1
357334;(30, 186, 5, 7, 2011);2;7;30;Téléphonie;35;4;4
357365;(60, 186, 5, 7, 2011);2;7;60;Téléphonie;35;1;1
357396;(90, 186, 5, 7, 2011);2;7;90;Téléphonie;35;3;3
357427;(120, 186, 5, 7, 2011);2;7;120;Téléphonie;35;4;4
357458;(150, 186, 5, 7, 2011);2;7;150;Téléphonie;35;1;1
357490;(180, 186, 5, 7, 2011);2;7;180;Téléphonie;35;1;1
357521;(210, 186, 5, 7, 2011);2;7;210;Téléphonie;35;2;2
357552;(240, 186, 5, 7, 2011);2;7;240;Téléphonie;35;1;1
357583;(270, 186, 5, 7, 2011);2;7;270;Téléphonie;35;1;1
357614;(300, 186, 5, 7, 2011);2;7;300;Téléphonie;35;0;0
357645;(330, 186, 5, 7, 2011);2;7;330;Téléphonie;35;5;5
357677;(360, 186, 5, 7, 2011);2;7;360;Téléphonie;35;1;1
357714;(390, 186, 5, 7, 2011);2;7;390;Téléphonie;35;3;3
357753;(420, 186, 5, 7, 2011);2;7;420;Téléphonie;35;4;4
357798;(450, 186, 5, 7, 2011);2;7;450;Téléphonie;35;4;4
357844;(480, 186, 5, 7, 2011);2;7;480;Téléphonie;35;4;4
357893;(510, 186, 5, 7, 2011);2;7;510;Téléphonie;35;27;27
357942;(540, 186, 5, 7, 2011);2;7;540;Téléphonie;35;44;44
357991;(570, 186, 5, 7, 2011);2;7;570;Téléphonie;35;43;44
358040;(600, 186, 5, 7, 2011);2;7;600;Téléphonie;35;54;55
358089;(630, 186, 5, 7, 2011);2;7;630;Téléphonie;35;57;59
358138;(660, 186, 5, 7, 2011);2;7;660;Téléphonie;35;52;52
358187;(690, 186, 5, 7, 2011);2;7;690;Téléphonie;35;49;49
358236;(720, 186, 5, 7, 2011);2;7;720;Téléphonie;35;30;32
358284;(750, 186, 5, 7, 2011);2;7;750;Téléphonie;35;27;27
358332;(780, 186, 5, 7, 2011);2;7;780;Téléphonie;35;30;30
358381;(810, 186, 5, 7, 2011);2;7;810;Téléphonie;35;21;21
358430;(840, 186, 5, 7, 2011);2;7;840;Téléphonie;35;43;44
358479;(870, 186, 5, 7, 2011);2;7;870;Téléphonie;35;44;45
358528;(900, 186, 5, 7, 2011);2;7;900;Téléphonie;35;45;45
358577;(930, 186, 5, 7, 2011);2;7;930;Téléphonie;35;41;41
358626;(960, 186, 5, 7, 2011);2;7;960;Téléphonie;35;43;43
358675;(990, 186, 5, 7, 2011);2;7;990;Téléphonie;35;36;38
358724;(1020, 186, 5, 7, 2011);2;7;1020;Téléphonie;35;31;31
358770;(1050, 186, 5, 7, 2011);2;7;1050;Téléphonie;35;38;38
358816;(1080, 186, 5, 7, 2011);2;7;1080;Téléphonie;35;18;18
358860;(1110, 186, 5, 7, 2011);2;7;1110;Téléphonie;35;19;21
358901;(1140, 186, 5, 7, 2011);2;7;1140;Téléphonie;35;20;20
358941;(1170, 186, 5, 7, 2011);2;7;1170;Téléphonie;35;11;11
358980;(1200, 186, 5, 7, 2011);2;7;1200;Téléphonie;35;18;18
359019;(1230, 186, 5, 7, 2011);2;7;1230;Téléphonie;35;17;17
359058;(1260, 186, 5, 7, 2011);2;7;1260;Téléphonie;35;9;9
359097;(1290, 186, 5, 7, 2011);2;7;1290;Téléphonie;35;7;7
359137;(1320, 186, 5, 7, 2011);2;7;1320;Téléphonie;35;9;9
359175;(1350, 186, 5, 7, 2011);2;7;1350;Téléphonie;35;7;7
359213;(1380, 186, 5, 7, 2011);2;7;1380;Téléphonie;35;3;3
359249;(1410, 186, 5, 7, 2011);2;7;1410;Téléphonie;35;1;1
359282;(0, 187, 6, 7, 2011);3;7;0;Téléphonie;35;3;3
359315;(30, 187, 6, 7, 2011);3;7;30;Téléphonie;35;8;8
359347;(60, 187, 6, 7, 2011);3;7;60;Téléphonie;35;3;3
359379;(90, 187, 6, 7, 2011);3;7;90;Téléphonie;35;2;2
359411;(120, 187, 6, 7, 2011);3;7;120;Téléphonie;35;1;1
359443;(150, 187, 6, 7, 2011);3;7;150;Téléphonie;35;2;2
359475;(180, 187, 6, 7, 2011);3;7;180;Téléphonie;35;1;1
359507;(210, 187, 6, 7, 2011);3;7;210;Téléphonie;35;1;1
359539;(240, 187, 6, 7, 2011);3;7;240;Téléphonie;35;0;0
359571;(270, 187, 6, 7, 2011);3;7;270;Téléphonie;35;3;3
359603;(300, 187, 6, 7, 2011);3;7;300;Téléphonie;35;3;3
359636;(330, 187, 6, 7, 2011);3;7;330;Téléphonie;35;3;3
359669;(360, 187, 6, 7, 2011);3;7;360;Téléphonie;35;3;3
359706;(390, 187, 6, 7, 2011);3;7;390;Téléphonie;35;2;2
359746;(420, 187, 6, 7, 2011);3;7;420;Téléphonie;35;3;3
359789;(450, 187, 6, 7, 2011);3;7;450;Téléphonie;35;3;3
359835;(480, 187, 6, 7, 2011);3;7;480;Téléphonie;35;12;12
359883;(510, 187, 6, 7, 2011);3;7;510;Téléphonie;35;26;27
359931;(540, 187, 6, 7, 2011);3;7;540;Téléphonie;35;43;44
359979;(570, 187, 6, 7, 2011);3;7;570;Téléphonie;35;49;49
360027;(600, 187, 6, 7, 2011);3;7;600;Téléphonie;35;54;56
360075;(630, 187, 6, 7, 2011);3;7;630;Téléphonie;35;38;38
360123;(660, 187, 6, 7, 2011);3;7;660;Téléphonie;35;48;48
360171;(690, 187, 6, 7, 2011);3;7;690;Téléphonie;35;29;29
360218;(720, 187, 6, 7, 2011);3;7;720;Téléphonie;35;34;34
360265;(750, 187, 6, 7, 2011);3;7;750;Téléphonie;35;38;39
360313;(780, 187, 6, 7, 2011);3;7;780;Téléphonie;35;23;23
360361;(810, 187, 6, 7, 2011);3;7;810;Téléphonie;35;25;25
360410;(840, 187, 6, 7, 2011);3;7;840;Téléphonie;35;31;31
360458;(870, 187, 6, 7, 2011);3;7;870;Téléphonie;35;42;43
360506;(900, 187, 6, 7, 2011);3;7;900;Téléphonie;35;30;30
360554;(930, 187, 6, 7, 2011);3;7;930;Téléphonie;35;31;31
360604;(960, 187, 6, 7, 2011);3;7;960;Téléphonie;35;34;34
360654;(990, 187, 6, 7, 2011);3;7;990;Téléphonie;35;23;24
360704;(1020, 187, 6, 7, 2011);3;7;1020;Téléphonie;35;23;23
360752;(1050, 187, 6, 7, 2011);3;7;1050;Téléphonie;35;36;36
360797;(1080, 187, 6, 7, 2011);3;7;1080;Téléphonie;35;28;28
360842;(1110, 187, 6, 7, 2011);3;7;1110;Téléphonie;35;19;19
360886;(1140, 187, 6, 7, 2011);3;7;1140;Téléphonie;35;13;14
360929;(1170, 187, 6, 7, 2011);3;7;1170;Téléphonie;35;11;11
360971;(1200, 187, 6, 7, 2011);3;7;1200;Téléphonie;35;14;14
361012;(1230, 187, 6, 7, 2011);3;7;1230;Téléphonie;35;16;16
361053;(1260, 187, 6, 7, 2011);3;7;1260;Téléphonie;35;8;8
361094;(1290, 187, 6, 7, 2011);3;7;1290;Téléphonie;35;8;8
361134;(1320, 187, 6, 7, 2011);3;7;1320;Téléphonie;35;5;5
361172;(1350, 187, 6, 7, 2011);3;7;1350;Téléphonie;35;11;11
361210;(1380, 187, 6, 7, 2011);3;7;1380;Téléphonie;35;5;6
361246;(1410, 187, 6, 7, 2011);3;7;1410;Téléphonie;35;4;4
361282;(0, 188, 7, 7, 2011);4;7;0;Téléphonie;35;1;1
361318;(30, 188, 7, 7, 2011);4;7;30;Téléphonie;35;2;2
361354;(60, 188, 7, 7, 2011);4;7;60;Téléphonie;35;2;2
361390;(90, 188, 7, 7, 2011);4;7;90;Téléphonie;35;3;3
361426;(120, 188, 7, 7, 2011);4;7;120;Téléphonie;35;1;1
361462;(150, 188, 7, 7, 2011);4;7;150;Téléphonie;35;0;0
361498;(180, 188, 7, 7, 2011);4;7;180;Téléphonie;35;1;1
361534;(210, 188, 7, 7, 2011);4;7;210;Téléphonie;35;1;1
361570;(240, 188, 7, 7, 2011);4;7;240;Téléphonie;35;1;1
361606;(270, 188, 7, 7, 2011);4;7;270;Téléphonie;35;2;2
361642;(300, 188, 7, 7, 2011);4;7;300;Téléphonie;35;1;1
361678;(330, 188, 7, 7, 2011);4;7;330;Téléphonie;35;0;0
361714;(360, 188, 7, 7, 2011);4;7;360;Téléphonie;35;2;2
361750;(390, 188, 7, 7, 2011);4;7;390;Téléphonie;35;1;1
361790;(420, 188, 7, 7, 2011);4;7;420;Téléphonie;35;10;10
361833;(450, 188, 7, 7, 2011);4;7;450;Téléphonie;35;8;8
361880;(480, 188, 7, 7, 2011);4;7;480;Téléphonie;35;9;9
361929;(510, 188, 7, 7, 2011);4;7;510;Téléphonie;35;20;20
361979;(540, 188, 7, 7, 2011);4;7;540;Téléphonie;35;32;33
362029;(570, 188, 7, 7, 2011);4;7;570;Téléphonie;35;40;40
362079;(600, 188, 7, 7, 2011);4;7;600;Téléphonie;35;41;42
362130;(630, 188, 7, 7, 2011);4;7;630;Téléphonie;35;43;43
362180;(660, 188, 7, 7, 2011);4;7;660;Téléphonie;35;72;73
362230;(690, 188, 7, 7, 2011);4;7;690;Téléphonie;35;59;59
362280;(720, 188, 7, 7, 2011);4;7;720;Téléphonie;35;45;45
362329;(750, 188, 7, 7, 2011);4;7;750;Téléphonie;35;18;18
362378;(780, 188, 7, 7, 2011);4;7;780;Téléphonie;35;20;20
362428;(810, 188, 7, 7, 2011);4;7;810;Téléphonie;35;33;33
362478;(840, 188, 7, 7, 2011);4;7;840;Téléphonie;35;31;31
362529;(870, 188, 7, 7, 2011);4;7;870;Téléphonie;35;49;50
362580;(900, 188, 7, 7, 2011);4;7;900;Téléphonie;35;37;38
362630;(930, 188, 7, 7, 2011);4;7;930;Téléphonie;35;44;46
362680;(960, 188, 7, 7, 2011);4;7;960;Téléphonie;35;33;33
362729;(990, 188, 7, 7, 2011);4;7;990;Téléphonie;35;24;24
362778;(1020, 188, 7, 7, 2011);4;7;1020;Téléphonie;35;45;45
362825;(1050, 188, 7, 7, 2011);4;7;1050;Téléphonie;35;31;31
362872;(1080, 188, 7, 7, 2011);4;7;1080;Téléphonie;35;24;24
362917;(1110, 188, 7, 7, 2011);4;7;1110;Téléphonie;35;11;11
362961;(1140, 188, 7, 7, 2011);4;7;1140;Téléphonie;35;24;24
363004;(1170, 188, 7, 7, 2011);4;7;1170;Téléphonie;35;17;17
363046;(1200, 188, 7, 7, 2011);4;7;1200;Téléphonie;35;11;11
363087;(1230, 188, 7, 7, 2011);4;7;1230;Téléphonie;35;8;8
363128;(1260, 188, 7, 7, 2011);4;7;1260;Téléphonie;35;8;8
363169;(1290, 188, 7, 7, 2011);4;7;1290;Téléphonie;35;8;8
363210;(1320, 188, 7, 7, 2011);4;7;1320;Téléphonie;35;7;7
363250;(1350, 188, 7, 7, 2011);4;7;1350;Téléphonie;35;8;8
363291;(1380, 188, 7, 7, 2011);4;7;1380;Téléphonie;35;3;3
363330;(1410, 188, 7, 7, 2011);4;7;1410;Téléphonie;35;6;6
363368;(0, 189, 8, 7, 2011);5;7;0;Téléphonie;35;2;2
363406;(30, 189, 8, 7, 2011);5;7;30;Téléphonie;35;3;3
363444;(60, 189, 8, 7, 2011);5;7;60;Téléphonie;35;1;1
363482;(90, 189, 8, 7, 2011);5;7;90;Téléphonie;35;0;0
363520;(120, 189, 8, 7, 2011);5;7;120;Téléphonie;35;1;1
363558;(150, 189, 8, 7, 2011);5;7;150;Téléphonie;35;1;1
363596;(180, 189, 8, 7, 2011);5;7;180;Téléphonie;35;0;0
363634;(210, 189, 8, 7, 2011);5;7;210;Téléphonie;35;3;3
363672;(240, 189, 8, 7, 2011);5;7;240;Téléphonie;35;0;0
363710;(270, 189, 8, 7, 2011);5;7;270;Téléphonie;35;1;1
363748;(300, 189, 8, 7, 2011);5;7;300;Téléphonie;35;0;0
363786;(330, 189, 8, 7, 2011);5;7;330;Téléphonie;35;1;1
363824;(360, 189, 8, 7, 2011);5;7;360;Téléphonie;35;0;0
363864;(390, 189, 8, 7, 2011);5;7;390;Téléphonie;35;2;2
363906;(420, 189, 8, 7, 2011);5;7;420;Téléphonie;35;5;5
363951;(450, 189, 8, 7, 2011);5;7;450;Téléphonie;35;5;5
363997;(480, 189, 8, 7, 2011);5;7;480;Téléphonie;35;11;11
364046;(510, 189, 8, 7, 2011);5;7;510;Téléphonie;35;31;31
364095;(540, 189, 8, 7, 2011);5;7;540;Téléphonie;35;39;39
364144;(570, 189, 8, 7, 2011);5;7;570;Téléphonie;35;39;40
364193;(600, 189, 8, 7, 2011);5;7;600;Téléphonie;35;46;46
364242;(630, 189, 8, 7, 2011);5;7;630;Téléphonie;35;39;39
364291;(660, 189, 8, 7, 2011);5;7;660;Téléphonie;35;43;44
364340;(690, 189, 8, 7, 2011);5;7;690;Téléphonie;35;36;36
364389;(720, 189, 8, 7, 2011);5;7;720;Téléphonie;35;27;28
364437;(750, 189, 8, 7, 2011);5;7;750;Téléphonie;35;27;28
364486;(780, 189, 8, 7, 2011);5;7;780;Téléphonie;35;28;28
364535;(810, 189, 8, 7, 2011);5;7;810;Téléphonie;35;27;27
364584;(840, 189, 8, 7, 2011);5;7;840;Téléphonie;35;32;33
364633;(870, 189, 8, 7, 2011);5;7;870;Téléphonie;35;29;29
364682;(900, 189, 8, 7, 2011);5;7;900;Téléphonie;35;39;39
364731;(930, 189, 8, 7, 2011);5;7;930;Téléphonie;35;41;41
364780;(960, 189, 8, 7, 2011);5;7;960;Téléphonie;35;44;44
364827;(990, 189, 8, 7, 2011);5;7;990;Téléphonie;35;33;33
364874;(1020, 189, 8, 7, 2011);5;7;1020;Téléphonie;35;49;49
364919;(1050, 189, 8, 7, 2011);5;7;1050;Téléphonie;35;29;29
364963;(1080, 189, 8, 7, 2011);5;7;1080;Téléphonie;35;25;25
365006;(1110, 189, 8, 7, 2011);5;7;1110;Téléphonie;35;25;25
365049;(1140, 189, 8, 7, 2011);5;7;1140;Téléphonie;35;20;21
365089;(1170, 189, 8, 7, 2011);5;7;1170;Téléphonie;35;13;13
365128;(1200, 189, 8, 7, 2011);5;7;1200;Téléphonie;35;11;11
365167;(1230, 189, 8, 7, 2011);5;7;1230;Téléphonie;35;16;16
365205;(1260, 189, 8, 7, 2011);5;7;1260;Téléphonie;35;15;15
365243;(1290, 189, 8, 7, 2011);5;7;1290;Téléphonie;35;8;8
365281;(1320, 189, 8, 7, 2011);5;7;1320;Téléphonie;35;9;9
365317;(1350, 189, 8, 7, 2011);5;7;1350;Téléphonie;35;5;5
365354;(1380, 189, 8, 7, 2011);5;7;1380;Téléphonie;35;3;3
365388;(1410, 189, 8, 7, 2011);5;7;1410;Téléphonie;35;7;7
365419;(0, 190, 9, 7, 2011);6;7;0;Téléphonie;35;2;2
365450;(30, 190, 9, 7, 2011);6;7;30;Téléphonie;35;0;0
365480;(60, 190, 9, 7, 2011);6;7;60;Téléphonie;35;2;2
365510;(90, 190, 9, 7, 2011);6;7;90;Téléphonie;35;3;3
365540;(120, 190, 9, 7, 2011);6;7;120;Téléphonie;35;1;1
365570;(150, 190, 9, 7, 2011);6;7;150;Téléphonie;35;0;0
365600;(180, 190, 9, 7, 2011);6;7;180;Téléphonie;35;2;2
365630;(210, 190, 9, 7, 2011);6;7;210;Téléphonie;35;2;2
365660;(240, 190, 9, 7, 2011);6;7;240;Téléphonie;35;1;1
365690;(270, 190, 9, 7, 2011);6;7;270;Téléphonie;35;0;0
365720;(300, 190, 9, 7, 2011);6;7;300;Téléphonie;35;2;2
365750;(330, 190, 9, 7, 2011);6;7;330;Téléphonie;35;0;0
365781;(360, 190, 9, 7, 2011);6;7;360;Téléphonie;35;0;0
365816;(390, 190, 9, 7, 2011);6;7;390;Téléphonie;35;2;2
365854;(420, 190, 9, 7, 2011);6;7;420;Téléphonie;35;1;1
365892;(450, 190, 9, 7, 2011);6;7;450;Téléphonie;35;2;2
